time,C0_ppb,current_north_m,current_east_m,current_down_m,desired_north_m,desired_east_m,desired_down_m
83.99900245666504,2773.56787109375,[0. 0. 0.],[0. 0. 0.],[-920. -920. -920.],-0.04232740233713702,0.052747132676709045,-0.07366227668064422
